id,author,description,pubdate
1024,@nadapratama1365,tetap semangat bismillah olimpiade,2024-04-30 5:22:54
1025,@fajarismanto2063,afc malu rangking 134 masuk final,2024-04-30 5:22:35
1027,@beeby215,buka sedikit biya utk tanding sportif hrs junjung sportifitas jk d curang wasit lebih baik mogok tanding,2024-04-30 5:20:35
1028,@pitiksewuan6862,irak u-23 vs indonesia u-23 kam 2 5,2024-04-30 5:20:29
1029,@Bll-bx6sv,mesti nya tum pssi laku protes pd panitia acara dlm afc 23 dn bila perlu laku mogok tanding dn pulang lebih awal krn jelas2x d curang knp g laku protes keras,2024-04-30 5:20:13
1030,@ZabidinBulungan,kalau rebut juara 3 wasit var ny dri thailand yaudh hatrick am wasit var thailand ,2024-04-30 5:19:49
1031,@ambriiyel5272,bukan wasit yg pimpin wasit var org thailand yg beri informasi wasit yg pimpin beri kartu merah rizky rido masuk gol yg anulir,2024-04-30 5:19:22
1032,@riskurniawan, komentator udah kyk megang oiala ajah komennya tau php wkwwkwkwk,2024-04-30 5:18:42
1033,@bambangsbambang5471,sy sakit hati wasit,2024-04-30 5:18:32
1034,@wagiyoachmad5279,uzbek atas timnas indo tapi timnas indo tahan menit 68 capai yg bagus apa main indo debut dan sangat sayang wasit pihak uzbek apa soal langgar rizky murni bukan sengaja halau bola,2024-04-30 5:18:11
1035,@hpkentangyt4035,1-2 woy bukan 0-2 liat aja kaki pas ngegolin belakang garis,2024-04-30 5:17:46
1036,@oktagalangramadhan62,wasit kaya ora adil,2024-04-30 5:17:33
1037,@ariffahrudin1772,terlalu banyak drama,2024-04-30 5:15:57
1038,@masburhan7152,lepas beberapa kputusan wasit asal cina wasit var asal tailan aku uzbek main lebih baik high press kdisiplinan passing2 crossing2 yg lebih akurat yg bikin main timnas ga kembang hampir 90 menit slalu tekan justru dpertandingan vs uzbek fighting spirit pemaen timnas ga kliatan sperti under perform ga sperti pertandingab2 sbelumnya vs korea jordan australi lebih stelah gol ferari anulir buat mental pemaen timnas smakin down high press pemaen timnas sejak babak pertama mulai dbilang ga ada terus biar pemaen uzbek kuasa bola kuasa main tp yaudah lah biarin urus wasit asal cina wasit var asal tailan jadi urus netijen ayo bangkit bisa vs irak wajib menang,2024-04-30 5:15:49
1039,@afnibadriyatus347,yg ngalahin indonesia afc kali cuma wasit udh aja,2024-04-30 5:15:01
1040,@papanobelsaragi,wasit bayar,2024-04-30 5:14:48
1041,@MuhammadHandoyoSubianto,uzbez emang main nya bagus stamina nya bagus indo kena pres terus tambah vr aga lebih,2024-04-30 5:14:45
1042,@abgimul4683,negara uzbekistan negara pecah uni soviet besar tiga rusia ukarina uzbekistan jumlah duduk wilayah luas lumayan ikut asia tengah bagi besar warga muslim etnis padu rumpun turki mongolia rusia walaupun pecah uni soviet bubar negara lebih besar belanda jumlah duduk 2 kali wilayah sejak bubar uni soviet uzbekistan pernah juara tim senior asia klo salah asi games awal 2000 an sekarang timnas senionya turun kelompok umur salah satu baik asia beberapa kali kalah korsel jepang postur eropa main gaya eropnya,2024-04-30 5:14:30
1043,@bambangsbambang5471,uang indonesia gak cukup nyogok wasit karna korupsi terlalu banyak miris bangsa,2024-04-30 5:14:31
1044,@a.l8061,bangga tim garuda kalian pahlawan tim kelas uzbek imbang bahkan benar kalah tp kalah var,2024-04-30 5:13:15
1046,@hayyamuhasabah,goal dua mana,2024-04-30 5:13:04
1047,@opunggis7688,wasit ganti aja ulngg,2024-04-30 5:13:01
1048,@augustinussitorus607,sangat kecewa putus wasit cina bantu wasit far tailan yg sangat kontroversial kartu merah laku buat indonesia ubekistan sangat untung layak wasit jadi panutan baik tanding ulang karna tanding pimpin wasit yg adil menang kalah msih terima,2024-04-30 5:12:39
1049,@nauraelfatih2608,meski sedih ttp bangga indonesia bobol bawang uzbek meski putus tsb offside,2024-04-30 5:12:27
1050,@ellianayt2045,sakiiit rasa sesaak allah balas lebih pedih dri yg rasa,2024-04-30 5:12:10
1051,@hayyamuhasabah,wasit tdk jujur sy sangat hati krn indonesia sdh menang 1 nol anggap opsait padahal klu lawan tdk langgar ,2024-04-30 5:12:07
1052,@changeindonesia,awas,2024-04-30 5:11:39
1053,@Nyenyenye663,kaget cara main timnas kemarin beda banget biasa lihat gugup banget,2024-04-30 5:11:35
1054,@user-fd2nb3st1d,indonesia hebat masuk dalam 4 besar lihat main indonesia v uzbekistan memang sangat kuat indonesia sering sekali hilang bola ingat kena main indonesia dulu mungkin main indonesia alami tekan mental gugup tanding anyway terobos rupa sejarah sepakbola indonesia rupa batu tumpu bagus umur senior maupun senior tim  good job,2024-04-30 5:11:25
1055,@keitakigawa9342,khairulasroripf8515 benar cukup khawatir mungkin ada menang dulu lawan korsel bikin ngak fokus lagi jadi kayak dulu main hilang terus bola,2024-04-30 5:11:07
1056,@kbndalu8811,aku hebat timnas uzbekistann u23 lebih hebat  lebih lincah beda kelas aku,2024-04-30 5:09:04
1057,@nurfaisahtulnajwanajwa9594,tebak tebak  timnas menang semua senang 1 orang sedih timnas kalah semua orang sedih cuma 1 orang senang siapa diaaa,2024-04-30 5:08:48
1058,@rjunaidi2002,jerome wkwkwk,2024-04-30 5:08:25
1059,@arifrahmad2362,maxiplayz8154 towel,2024-04-30 5:06:54
1060,@rjunaidi2002,6 17 padahal kaki nya duluan kena witan kena bola coba kalian play speed 0 25,2024-04-30 5:06:03
1061,@dolopigo9743,wasit var thailand ini nama wasit tarik indonesia vs qatar seperti rematch jadi 2-0 luar biasa  qatar 2-0 indonesia uzbek 2-0 indonesia lucu king refeese var thailand lebih tim thailand balik layar,2024-04-30 5:04:57
1062,@hadysufryadi5027,bangga terus jaya garuda muda saluuut,2024-04-30 5:04:21
1063,@user-vc9vu4ib6k,gak sengaja cuk wasit anjijng,2024-04-30 5:03:50
1064,@user-qr5zh3ps2h,uda gak heran kalah   karna timnas indonesia kalau uda masuk semi final apa pas final  dadak jadi amnesia semua main  lupa skillnya ,2024-04-30 5:02:56
1065,@juniadisyahputra2338,wasite njelei,2024-04-30 5:02:28
1066,@tikafaradila8,wasit asu,2024-04-30 5:01:21
1067,@user-kc5uv2vc4i,tak apa jauh luar biasa indonesia sty,2024-04-30 5:01:09
1068,@taufikpangestu3722,gol dua ga ada,2024-04-30 5:00:15
1069,@alitopan9181,haha kalah,2024-04-30 4:59:22
1070,@crossroaddf1458,wasit tolok,2024-04-30 4:56:12
1071,@sriyani1708,tanya  - kok sananta offside  padahal bola pantul tangan kiper kemudian bola rebound ferrari  - langgar terhadaap witan kartu kuning arhan  yg lucu,2024-04-30 4:55:11
1072,@daniel-mf4sb,pssi benah beri atur liga 1 masuk main wni u23 1-2 orang lama 90 menit,2024-04-30 4:53:21
1073,@rochmadmaskhuri6323,gak bosen apa bro rungkat terus  coba sini bro javaland88,2024-04-30 4:52:05
1074,@abbybrahmasta8590,level asean,2024-04-30 4:51:33
1075,@yudiharisiswanto2141,kl bahas detail bang ridho buang bola cara ngolongin main uzbekistan main uzbekistan sama datang hampir bola bang ridho laku tendang alhasil ayun dr kaki bang ridho kena main uzbekistan sulit kata langgar kl bang ridho memang sengaja menciderai lawan mungkin cara tendang bola posisi kaki yg itu,2024-04-30 4:51:32
1076,@dwikartikaernawati7744,kalau kalian takut lawan negara indonesia jangan kalian curang lapang tingkat timnas kalian padan timnas indonesia selamat garuda curang wasit afc u23,2024-04-30 4:49:44
1077,@dimasanwary2511,seluruh tetap dukung 2 sempat untk loos olmpiade rizky ridho ajar salah ini sehingga rugi tim nas ,2024-04-30 4:49:18
1078,@sahirBayazid,kalah menang udah biasa nama tanding  gak perlu kecewa timnas sdh saji hati bangsa indonesia  main uzbekistan mirip typenya timnas cm kalah jam terbang,2024-04-30 4:47:49
1079,@user-yu6hz6cc2z,if you are afraid of opposing our country indonesia don t cheat us on the field but improve your national team so that it is equal to our national team indonesia save garuda from cheating by the afc u23 referee,2024-04-30 4:47:45
1081,@RezkiBarkahchannel,bukti banget bukan web kaleng2 depo kecil tetep layan mantap javaland88,2024-04-30 4:45:49
1082,@RidaRi-vn1fo,inpo omah e wasit e njok santet jeroane,2024-04-30 4:45:28
1083,@user-qr5zh3ps2h,rebut juara 3 tanpaa mas ridhoo semangat garuda kalian hebat masyaallah debut langsung masuk semi final,2024-04-30 4:45:08
1084,@user-sn2ee9ei7b,lawan uzbek main depan rafael sekarang rebut juara 3 captain ridho back tengah,2024-04-30 4:44:17
1085,@addenok,gw tetep bangga anak2 bangsa indonesia dan indonesia menang tanding ini klo gol ferrari sahkan wasit klo offside liat samping gak offside cuma wasit liat sisi belakang yg lihat offside jatuh mental main indonesia,2024-04-30 4:44:10
1086,@Mikaruoka,situs ter gg tahun javaland88,2024-04-30 4:43:54
1088,@Mikaruoka,tangan main uzbekistan sejajar tumit sananta bukan off-side,2024-04-30 7:30:16
1089,@yoyokraharjo4863,wasit kntl ck,2024-04-30 4:43:38
1090,@jofebrio9978,situs filipina rtp starlightnya gacor bre gua uda kasih wede jp hari javaland88,2024-04-30 4:42:17
1091,@maxiplayz8154,wasit curang memeng wasit babiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,2024-04-30 4:54:20
1092,@jofebrio9978,apa rugkat lur  coba neh javaland88 gaada rugkat2an,2024-04-30 4:59:08
1093,@fransiscosteven5688,ulang wasit sogok bang emang mata duittan bayar langsung ngbil bae masa kaga gol indonesia masa omset ga omset musunya matiin aja wasit nya tujuh ga,2024-04-30 4:42:16
1095,@OraSambat-xp5zd,mampus tim indonesia jgn sombong,2024-04-30 4:41:20
1096,@sistarahimy2932,situs mana yg kasih rtp bagus  rtp tinggi javaland88,2024-04-30 4:40:37
1097,@GustiGusti-ch2fu,wasit gajelas mata buta,2024-04-30 4:39:10
1098,@andriprayoga5453,kenal web javaland88 uda lama salah satu konsisten baik sih,2024-04-30 4:39:07
1099,@user-ps4lv4mc2m,mimpi besar harus nah sini tempat kamu wujud mimpi javaland88,2024-04-30 4:39:07
1100,@hasdacs9842,lihat replay r sananta yg kaki nilai offside bola sedikit lebih dulu tendang angkat ,2024-04-30 4:38:16
1101,@dgeneration8577,garuda muda is the best matur tengkiu coach sty ,2024-04-30 4:38:05
1102,@Jempol_TD,menang sanjung kalah ku dukung terus proses garuda,2024-04-30 4:36:27
1103,@mulyadifauzi8404,gol perrari offside kaki sananta meski depan ada kaki sananta depan bola tendang arhan ketika arhan ancang ancang mau umpan sananda posisi onside ketika bola tendang kaki sanantapun masuk dalam hahah lucu var,2024-04-30 4:35:35
1104,@taufikbelo9881,kok komentator sering pakai bahasa ngak jelas,2024-04-30 4:35:19
1105,@fadrentertainment,santett aja yuu wasit,2024-04-30 4:34:58
1106,@andreansyah1782,kalau bilang wasit curang pikir gak sih pertama emang si ferarri kaki lihat offside duluan dua memang langgar parah angkat kaki terlalu tinggi hingga kena alat vital main uzbekistan,2024-04-30 4:34:43
1107,@anelisaamann,ak kecewa tp kan uzb udah ahli indonesia baru aku mau terima kasih sty ,2024-04-30 4:34:10
1108,@tokokembangapi,poko smngat tuk timnas,2024-04-30 4:33:27
1109,@kangaris733,buat nonton full memang uzbekistan atas timnas kuasa bola passing press nya mantap bahkan bola waktu pegang timnas smpai tengah aja sulit dan mistar gawang 4 kali selamat indonesia,2024-04-30 4:32:36
1110,@EtaMakail,yakin faktor lelah lawan korea sampe adu finalti sebab pressing main kurang apa tetap bangga kalian lupa kalah lawan uzbek saat ambil posisi 3  kalian,2024-04-30 4:31:52
1111,@rochimpranoto7381,wasit dukung uzbezistan padahal tadi ngk offise,2024-04-30 4:31:31
1112,@user-er5ks6rx4n,terima kasih sty meski klh tp sy sgt apresiasi semua hasil timnas smp detik  jauh sgt bangga trimksh coach sty ,2024-04-30 4:31:31
1113,@EtaMakail,asean game 2018 gol yg cipta gawang uzbekistan batal sananta off-side ,2024-04-30 4:30:48
1114,@ricobota867,ramadan sananta fajar fatuhrahman nudah2 an besok2 tambah makin bagus tiemnas,2024-04-30 4:30:38
1115,@louvel-iu4ug,akhir datang jugak indonesia kalah,2024-04-30 4:28:36
1116,@user-hb5rj4ef4o,hukum karma tetap brlaku tuhan tetap lihat curang yg patal ubykistan menang juara 1 kecuranganya seperti katar curang indonesia awal pertama maen katar kalah allah maha adil siapa yg benar siapa yg curang alah tidur,2024-04-30 4:28:31
1117,@yenjae7027,cape lah coba sana sini cuma javaland88 yg aku bener2 cocok,2024-04-30 4:28:21
1118,@rifkysadega6116,cuma wasit var thailan yg tdk tarik garis,2024-05-01 3:33:02
1119,@user-je8bh3qr9s,server 2024 paling hoki gacor javaland88,2024-04-30 4:27:49
1120,@rutley,walaupun kalah jadi prestasi sendiri indonesia hasil capai semifinal jelas level latih timnas naik tara uzbekistan ajar uzbekistan,2024-04-30 4:27:44
1121,@suchiambarwati7241,tim underdog udah hebat meski sedikit kecewa kena prank wasit ,2024-04-30 4:27:38
1122,@ediepurwono7292,walaupun kecewa emg indonesia bom pantas masuk final bola lepas mlu peluang sedikit banyak pr nya,2024-04-30 4:27:28
1123,@chelsyazly7234,ajang afc kali timnas mnjadi tim debut aku sbgai bngsa indonesia sungguh bngga dengan hasil garuda muda tapi yg sangat anjal pikir garuda muda selalu pandai cetak gol gawang sendiri 1 hubner 2komang dan kini arhan tolong dong moga depan trjadi hal2 ini,2024-04-30 4:27:09
1124,@gracina-mu1yi,jangan padam bara api dada tetap meyala garuda ,2024-04-30 4:25:50
1125,@SumiadiAdi-nd7pl,percaya deh gaming baik javaland88,2024-04-30 4:25:37
1126,@jennesis-id2ww,wasit selalu salah mata yg kalah upssss ,2024-04-30 4:25:37
1127,@RianAndrian-qg1oq,ulang wasit sogok bang emang mata duittan bayar langsung ngbil bae masa kaga gol indonesia masa omset ga omset musunya matiin aja wasit nya tujuh ga,2024-04-30 4:24:52
1128,@jonathanmarviandi1945,wasit te,2024-04-30 4:24:40
1129,@user-kw5mx3dp7z,wasit kaya gitu kartu merah jangan butuh se umur hidup,2024-04-30 4:24:23
1130,@thorbjorn-mw3zt,2 laga tugas var sivakorn pu-duom jelas kalau rival indonesia indonesia gembos 2 badut lapang kedok referee,2024-04-30 4:24:18
1131,@BintangRamadhan-wi4dh,uzbekistan curang beberapa kali wasit gak jelas banget,2024-04-30 4:24:07
1132,@carlo-bh2mh,curang awal witan langgar var malah batal langgar,2024-04-30 4:24:03
1134,@m_amir,sejarah paling malu sepak bola asia,2024-04-30 4:22:27
1135,@samsoul7347,ulang wasit nya sogok wasit mata duittan,2024-04-30 4:22:08
1136,@ahmadsubhi6737,wasit har,2024-04-30 4:20:43
1137,@taufikhidayatullah3989,wasit haram,2024-04-30 4:20:36
1138,@NcdS13,lama main javaland88 aman2 jaya aja yah gua sering kasi proses nariknya cepet maju terus bos,2024-04-30 4:20:28
1139,@basbaja1872,wasit nya main curang,2024-04-30 4:19:51
1140,@dirgayoung3902,main indonesia kalah mentallllllllll,2024-04-30 4:19:01
1141,@AlannaSafeea,rejeki gaakan mana tp kalo ga cari gimana bos javaland88,2024-04-30 4:18:34
1142,@daffaaprilio9359,kata bakal ulang indo vs uzbe,2024-04-30 4:18:29
1143,@deddyromanza8107,lah tindak lanjut mafia bola positif 1  shen yinhao skit hati karna coah shin tae yong lebih pilih latih indonesi latih china 2  sivakorn pu-udom indonesia tak indonesia laju jauh olimpiade oaris karna thailand singkir penyishan group thailand rival indonesia simpul 2 wasit sakit hati coah shin taen yong indonesia afc dua orang beku latih jangan federasi sepak bola afc rusak oknum bayar mereka ,2024-04-30 4:18:27
1144,@haspinyulanda9077,gas kan woi javaland88 gacor brutal ,2024-04-30 4:18:26
1145,@user-ms8uo1sw9h,kecewa main sama kami garansi  javaland88,2024-04-30 4:18:26
1146,@agiearontapane1660,mental main timnas udah down sejak goal anulir tambah gagal fokus sejak kartu merah ghoib rizki ridho overall tetap bangga misal goal indonesia anulir cerita,2024-04-30 4:18:18
1147,@SyahrudinAja-ke2hw,waset bayar,2024-05-01 4:02:08
1148,@ungaranhayufamlykretek2612,ki piye to tiap kali indonesia mau laku serang balik cepat sedang lari cepat laku serang hasil tiba tiba priiiiiiit henti berkali2 lho coba lihat full time,2024-04-30 4:18:12
1149,@HairulAnam-iz8hu,alah kalo g curang wasit sama wasit var indonesia juara cuk udah g aneh dua wasit sipit parah wasit wasit var kelas cristiano ronaldo ajah tuju ulang tanding karna wajar bukan sedih karna kalah sedih karna curang semangat garuda 1 laga lg otw olimpiade ,2024-04-30 4:17:42
1150,@echarava568,wasit bayar,2024-04-30 4:17:12
1151,@gracina-mu1yi,idn anturan menang sogok sama lawan,2024-04-30 4:16:47
1152,@sanjoyojoyo1452,emng klo liht kaki ramadhan sananta ofside liht posisi bola kan udah lambung dekat sananta mknya ad gera sananta hrusnya gak offside keciali klo bola mas kaki si umpan laku umpan baru offside bola kan udah lambung hrusnya gk offside dong,2024-04-30 4:15:52
1153,@radosawrorie,web anti putus asa javaland88,2024-04-30 4:15:27
1154,@sudaismubarrak2001,wasit juranh,2024-04-30 4:14:23
1155,@yopiyusupi4140,yea wasit kaya gitu berat belah jangan pakai udah aja bawa duit sogo kecewa sekali,2024-04-30 4:14:03
1156,@everhart3039,ucap terimakasih timnas sdh angkat sepak bola lbh baik mungkin rejeki utk juara inj hasil yg patut syukur laga debut tetep semngat msh 2 sempat to paris  lets go ,2024-04-30 4:13:38
1157,@boxbesipandetrans,wasit licik,2024-04-30 4:12:51
1158,@smallsmile-dy3kc,mula nya iseng depo 5k dulu eh menang sampe hari jadi langgan sama javaland88,2024-04-30 4:12:22
1159,@thorbjorn-mw3zt,kalah tetap bangga berterimakasih latih ,2024-04-30 4:12:15
1160,@andrianricopalupi6290,the referee is less sharp in making decisions when the defender no 5 m ridho secured the ball finally the uzbekistan pressing player was hit by m ridho s foot finally got a red card less observant because the ball position belongs to no5 ridho,2024-04-30 4:12:04
1161,@RianAndrian-qg1oq,acik bang,2024-04-30 4:12:00
1165,@user-qm6of4og2c,komentator e bilng sengaja suruh tanya gusti allah rizki ridho yg nama y nendang bola beck ttp sapu bersih biar bola jauh,2024-04-30 4:11:28
1167,@anwaraang4051,semi-final sdh ckup bgu indonesia  ttp smngat skuad main timnas indonesia u-23 msih ad tanggung jawab d rebut tmpt 3 smoga dpat mampu bangkit kalah negara irak dpat lolos nnti d olimpiade sbuah sejarah baru dunia sepak bola indonesia d piala asia d thun 2024 d bawa asuh latih shin tae-yong yg patut d ancungi jmpol berkat dik gaya main nya srta tak-tik cirkhas pilih main naturalisasi nya yg tepat bnar strategi yg luar biasa dri pak shin tae-yong smoga timnas indonesia u-23  dpat mmpu jdi juara 3 d piala asia 2024 lawan irak ikut ,2024-04-30 4:11:03
1168,@user-vu4en3sv7c,alhmdlh kalah indonesia,2024-04-30 4:10:17
1169,@rianiriraju8902,wasit wasit ,2024-04-30 4:10:07
1170,@s.tranggono8953,modal cukup goceng wede juta javaland88,2024-04-30 4:09:41
1171,@juprisentomanik4308,sangat bangga kpd timnas indonesia u-23 baru tembus afc langsung tembus semifinal kalian luar biasa 1x main kalah irak harap kalian mampu jadi 3 besar dan tiket olimpiade paris,2024-04-30 4:09:31
1172,@SlametMustofa30,pola pola apa pola pola udah ga jaman bro javaland88,2024-04-30 4:08:51
1173,@RianAndrian-qg1oq,wasit bayar mafia,2024-04-30 4:07:57
1175,@NcahSyah,minimal masuk final lah baru bangga,2024-04-30 4:07:41
1176,@NcahSyah,gabut  mampir sini bro manfaat waktu luang buat yg untung javaland88,2024-04-30 4:08:49
1177,@romchangbreeden,tetap bangga timnas ina luar biasa mereka suda brejuang kuat tenaga yakin ina depan bakl lebi baik,2024-04-30 4:06:36
1178,@Novyanti-nr7pk,harus sal gol karna bola kena kiper duluan posisi sanata memang offside tpi sayang nya var liat nya cuman posisi bukan siapa pertama sentuh bola andai gol sah gw yakin main indo lebih baik lagi,2024-04-30 4:06:21
1179,@agussalimsalim1241, percaya peramal2 yg muncul jelang indonesia vs uzbekistan mana nih amal langsung hilang ,2024-04-30 4:06:07
1180,@dionisokeller,alhamdulillah bravo timnas garuda jangan biar musuh mu basah sayap mu  terbang garudaaa indonesiaaa aku bangga padamuuu,2024-04-30 4:05:49
1181,@Akr_1298,wasit yg tdk jujur timnas semangatt,2024-04-30 4:05:43
1182,@user-vu4en3sv7c,bukan dar janji saja bukti sendiri javaland88,2024-04-30 4:05:11
1183,@xianshowers,indonesia bikin sesuatu selidik lawan buat analisa pikir anti indonesia,2024-04-30 4:05:11
1184,@brittlynnwinkler,titen wasit e,2024-04-30 4:05:11
1185,@qikkiocktafian7258,arhan knp dah dpt kartu kuning,2024-04-30 4:05:04
1186,@RanggaPutrayana,komentator kocak,2024-04-30 4:04:19
1187,@youngri6260,rizki rido knpa main tarkam,2024-04-30 4:04:14
1188,@serbaada1986,pas arhan umpan silang kondisi sananta msh dalem bola dtang baru geser sananta malah kata offside lawak2,2024-04-30 4:03:47
1190,@user-xn7hm4zg5n,kecewa wasit nya,2024-04-30 4:03:38
1192,@AgungArdyansayh,main garuda muda sdh maksimal tetap semangat asa jd juara ikut terima kasih atas juang mu,2024-04-30 4:03:05
1193,@arhamzaini4759,dunia tau kanoho negeri biasa curang makanya curang,2024-04-30 4:02:30
1194,@anelisaamann,basa basi bos bukti sendiri dah javaland88,2024-04-30 4:02:17
1195,@AgungArdyansayh,tetap bangga ges malam memang mental kalah kek seragan balik rafael strkk susah bgt ,2024-04-30 4:01:59
1196,@anwaraang4051,javaland88 bang yg rasain jepe tiap main,2024-04-30 4:01:58
1197,@Ahmadsamehdaku123,semua bukti main javaland88 gacor parah kamu kapan ,2024-04-30 4:01:04
1198,@Rapssssssaja,bangga garuda muda,2024-04-30 4:00:54
1199,@mauritzmckinnon,lambat panas  indonesia,2024-04-30 4:00:41
